product_id,product_name,category,brand,price,cost,weight_kg,dimensions,color,material,launch_date,is_active
P000396,Profit-focused asymmetric parallelism,Beauty,Beard LLC,79.68,155.43,9.45,43x16x8,PaleVioletRed,Leather,2022-12-26,True
P000397,Compatible even-keeled initiative,Sports,"Lewis, Nelson and Crawford",391.48,100.59,6.6,46x50x10,MediumVioletRed,Polyester,2023-08-01,False
P000398,Centralized system-worthy Internet solution,Beauty,Harris-Murphy,114.46,321.12,3.64,39x37x8,PaleGreen,Metal,2025-04-13,True
P000399,Versatile grid-enabled encryption,Sports,"Black, Matthews and Thomas",407.54,172.07,1.67,48x38x16,LawnGreen,Wood,2025-06-11,True
P000400,Progressive 24hour info-mediaries,Toys,Weber Inc,378.0,383.27,4.36,30x48x12,Peru,Polyester,2023-04-03,True
P000401,Persevering actuating application,Home & Garden,"Juarez, Smith and Stark",768.05,463.44,2.62,38x38x17,DarkBlue,Plastic,2025-06-22,True
P000402,Persistent bottom-line conglomeration,Books,Gonzalez-Hernandez,599.81,261.22,9.93,29x10x14,Plum,Metal,2022-09-01,True
P000403,User-centric explicit policy,Toys,Wilkerson PLC,321.76,386.9,9.44,27x45x9,YellowGreen,Plastic,2022-12-08,True
P000404,Compatible encompassing middleware,Home & Garden,Hodges Ltd,362.1,73.51,3.73,47x25x12,Navy,Wood,2022-10-30,True
P000405,De-engineered coherent approach,Electronics,Martinez Inc,574.78,286.69,2.25,14x30x20,PaleGreen,Metal,2025-04-06,False
P000406,Quality-focused optimal firmware,Toys,"Lester, Taylor and Griffith",900.03,352.91,8.21,16x48x14,Silver,Plastic,2022-09-27,False
P000407,Universal bandwidth-monitored extranet,Electronics,Lopez-Mitchell,782.32,461.33,3.41,37x36x8,PaleVioletRed,Metal,2023-07-21,True
P000408,Mandatory 24hour utilization,Beauty,Jones-Guzman,779.64,194.33,3.12,12x30x9,DarkOrange,Wood,2024-06-14,True
P000409,Open-source contextually-based moratorium,Clothing,Snyder-Saunders,60.01,367.13,3.99,38x48x7,CadetBlue,Metal,2022-11-09,False
P000410,Digitized context-sensitive policy,Books,Carson and Sons,788.5,78.27,3.43,40x46x6,MidnightBlue,Polyester,2023-08-28,False
P000411,Cross-group executive ability,Books,Garcia-Hancock,94.23,253.4,7.76,18x18x20,AliceBlue,Polyester,2024-02-12,True
P000412,User-centric optimizing database,Home & Garden,"Johnson, Rodriguez and Larson",401.37,287.81,5.66,43x25x12,YellowGreen,Plastic,2024-06-23,True
P000413,Down-sized next generation policy,Toys,Sellers Inc,435.77,343.95,5.8,17x36x18,Indigo,Wood,2024-03-30,True
P000414,Versatile mission-critical alliance,Clothing,Bennett-Smith,327.53,298.97,0.34,29x20x16,DarkOliveGreen,Polyester,2023-10-06,False
P000415,Decentralized user-facing framework,Sports,Ellis Group,154.36,27.21,8.2,22x33x9,MediumTurquoise,Leather,2023-03-30,True
P000416,Optional scalable encryption,Electronics,"Warren, Cisneros and Daniel",742.19,125.31,6.25,19x28x5,LightSlateGray,Wood,2023-10-27,True
P000417,Ameliorated global budgetary management,Books,"Anderson, Bailey and Weaver",455.56,16.26,2.17,44x23x11,LightSteelBlue,Polyester,2023-06-03,True
P000418,Realigned multimedia orchestration,Sports,Patterson-Chavez,488.2,366.31,1.5,11x34x6,MediumTurquoise,Wood,2024-12-24,True
P000419,Object-based demand-driven installation,Electronics,Melton LLC,291.17,395.65,6.22,13x39x5,Khaki,Plastic,2024-12-25,False
P000420,Function-based actuating firmware,Beauty,Carson Group,278.6,426.78,6.63,16x11x14,LightPink,Leather,2025-01-19,False
P000421,Robust explicit monitoring,Clothing,Salazar Inc,979.99,256.73,7.13,30x41x7,LightCoral,Metal,2022-09-20,True
P000422,Front-line real-time synergy,Sports,Torres PLC,967.12,282.54,7.15,12x25x14,LightGoldenRodYellow,Wood,2025-05-26,False
P000423,Synchronized client-server flexibility,Home & Garden,Stone-Cox,746.95,14.09,6.87,32x50x14,MediumSeaGreen,Metal,2022-11-24,True
P000424,Team-oriented intangible parallelism,Toys,Li-Powers,71.39,132.55,3.93,11x45x13,AntiqueWhite,Metal,2024-02-11,True
P000425,Integrated intangible methodology,Books,"Brady, King and Garcia",898.2,330.18,0.97,34x43x12,Indigo,Cotton,2024-06-10,True
P000426,Inverse client-driven access,Sports,Walker PLC,161.22,485.42,9.11,31x38x9,PeachPuff,Metal,2025-06-07,True
P000427,Synchronized regional attitude,Sports,Robertson Group,545.94,401.05,8.64,29x43x9,Chocolate,Cotton,2023-12-26,True
P000428,Versatile attitude-oriented approach,Beauty,Frank-Sutton,933.7,458.97,3.24,45x44x8,CadetBlue,Metal,2022-12-25,True
P000429,Switchable fresh-thinking budgetary management,Toys,Fritz Group,880.84,364.9,7.68,36x36x14,Violet,Cotton,2024-04-19,True
P000430,Advanced disintermediate synergy,Clothing,"Cunningham, Hunt and Franklin",781.32,57.85,1.93,49x49x13,ForestGreen,Polyester,2024-12-03,True
P000431,Synergistic clear-thinking knowledge user,Sports,Bell-Hooper,239.86,345.25,3.66,40x18x20,FloralWhite,Leather,2023-10-04,True
P000432,Up-sized demand-driven product,Clothing,Wells PLC,853.61,248.27,1.46,22x24x6,Orange,Cotton,2023-11-23,True
P000433,Synergistic empowering superstructure,Books,"Aguilar, Mitchell and Skinner",950.7,115.16,6.75,22x23x7,AntiqueWhite,Metal,2023-03-11,False
P000434,Open-source dedicated Internet solution,Toys,Williams-Wells,620.89,345.49,8.68,25x37x17,MediumPurple,Plastic,2024-06-21,False
P000435,Adaptive value-added access,Beauty,Navarro and Sons,319.77,307.69,7.45,48x44x6,PowderBlue,Polyester,2022-08-11,True
P000436,Distributed fresh-thinking superstructure,Home & Garden,"Floyd, Dean and Hammond",462.33,439.49,8.79,25x43x17,ForestGreen,Leather,2025-02-14,True
P000437,Universal mission-critical framework,Sports,"Pugh, Diaz and Mcpherson",393.52,383.75,9.63,22x28x19,Salmon,Cotton,2024-10-04,True
P000438,Phased radical encoding,Toys,Lee Ltd,829.34,233.37,4.28,49x13x9,Yellow,Cotton,2025-07-03,False
P000439,Multi-lateral fresh-thinking throughput,Electronics,Morris-Miller,725.42,61.02,7.81,44x18x17,Orchid,Cotton,2024-07-10,True
P000440,Switchable leadingedge standardization,Home & Garden,"Smith, Beltran and Mcintosh",34.66,229.57,8.98,22x39x7,DeepPink,Wood,2025-01-27,True
P000441,Enhanced leadingedge data-warehouse,Beauty,"Hall, Sutton and Jordan",652.09,357.18,1.72,17x15x8,MintCream,Leather,2022-11-22,False
P000442,Networked 3rdgeneration open architecture,Beauty,Kim LLC,369.31,264.29,3.9,42x49x10,PaleVioletRed,Cotton,2023-12-30,False
P000443,Versatile zero tolerance capacity,Electronics,Cross LLC,770.58,456.57,5.7,19x20x9,SeaShell,Metal,2024-09-21,True
P000444,Synergized heuristic archive,Home & Garden,Aguirre-Ford,314.98,366.43,9.61,28x50x10,DarkMagenta,Plastic,2025-01-23,True
P000445,Customer-focused system-worthy matrix,Clothing,Burke-Gutierrez,13.5,383.87,0.22,41x41x5,MistyRose,Polyester,2023-05-10,False
P000446,Innovative optimizing synergy,Clothing,"Wood, Higgins and Lewis",224.71,331.44,4.59,38x15x5,OrangeRed,Metal,2022-11-30,True
P000447,Right-sized zero tolerance help-desk,Sports,"Sanchez, Anderson and Salinas",632.35,410.96,2.16,21x19x6,DarkCyan,Leather,2023-10-21,True
P000448,Compatible didactic Internet solution,Electronics,Ryan-Chavez,153.92,21.05,5.82,48x29x15,SlateBlue,Plastic,2023-03-10,True
P000449,Decentralized disintermediate hardware,Electronics,Sanchez-Moyer,422.79,93.23,6.75,49x48x10,Gainsboro,Cotton,2023-10-28,True
P000450,Automated fault-tolerant extranet,Electronics,Mcintyre LLC,102.2,153.15,3.75,34x14x18,MediumTurquoise,Polyester,2023-06-24,True
P000451,Switchable high-level encoding,Books,"Matthews, Murray and Jones",476.11,65.4,8.61,31x43x18,ForestGreen,Polyester,2022-10-25,True
P000452,Open-architected 24hour groupware,Beauty,Melton-Buck,216.96,33.8,5.76,50x43x7,Tomato,Cotton,2024-01-22,True
P000453,Streamlined solution-oriented functionalities,Home & Garden,Carter Ltd,612.76,161.66,5.3,49x32x9,Fuchsia,Polyester,2024-05-05,False
P000454,Synchronized holistic approach,Sports,Blevins Group,731.89,251.38,8.1,49x24x14,Gray,Metal,2025-05-23,True
P000455,Sharable incremental standardization,Electronics,Austin PLC,33.75,314.6,1.27,23x49x18,Purple,Cotton,2022-09-29,True
P000456,Optional multi-state superstructure,Books,"Sandoval, Rogers and Stone",356.15,403.99,2.2,50x22x14,RosyBrown,Wood,2024-01-12,True
P000457,Upgradable disintermediate portal,Books,Carlson-Martin,307.28,277.25,7.69,17x31x15,CornflowerBlue,Cotton,2023-04-11,True
P000458,Re-engineered bandwidth-monitored collaboration,Toys,"Jones, Yates and Reed",183.87,168.6,3.45,40x40x6,MediumSpringGreen,Leather,2025-07-16,True
P000459,Monitored neutral project,Home & Garden,"Lyons, Glenn and Boyd",163.83,233.01,8.67,31x39x18,LightSeaGreen,Leather,2024-05-26,True
P000460,Programmable mission-critical matrices,Toys,Lane-Shea,525.86,284.65,6.81,45x44x5,LightSalmon,Metal,2024-04-20,True
P000461,Team-oriented 3rdgeneration algorithm,Toys,Williams LLC,917.02,398.91,0.76,19x27x5,DarkSalmon,Wood,2023-05-21,False
P000462,Function-based 24/7 framework,Beauty,Harrison-Kline,538.93,87.15,6.1,21x48x8,LightYellow,Wood,2024-08-28,True
P000463,Switchable well-modulated process improvement,Beauty,Rivera-Dodson,41.31,209.87,5.02,25x33x19,SaddleBrown,Wood,2023-01-20,True
P000464,Public-key bandwidth-monitored support,Sports,Coffey-Stevenson,309.3,60.55,7.87,22x15x19,Cyan,Polyester,2023-07-29,True
P000465,Quality-focused motivating website,Toys,Prince-Giles,487.84,252.53,1.98,40x43x14,GhostWhite,Wood,2024-05-30,True
P000466,Re-engineered mission-critical neural-net,Toys,Smith-Miller,873.08,411.96,9.39,18x23x6,Teal,Cotton,2024-11-30,False
P000467,Stand-alone cohesive process improvement,Beauty,Pierce Ltd,866.16,62.34,3.18,12x48x7,Chocolate,Wood,2024-08-04,False
P000468,Cross-group secondary concept,Electronics,"Miller, Gonzalez and Baldwin",112.07,384.26,7.48,11x46x14,DarkCyan,Leather,2024-01-06,True
P000469,Sharable motivating utilization,Books,Williams Ltd,208.55,146.85,5.37,38x17x13,Indigo,Metal,2024-03-28,True
P000470,Phased systematic initiative,Books,Salinas-Smith,123.32,479.36,5.64,16x23x16,ForestGreen,Polyester,2023-11-03,True
P000471,Diverse intangible solution,Books,Williams-Foster,150.14,353.66,2.9,25x20x7,LightGray,Wood,2024-02-07,True
P000472,Grass-roots multi-tasking monitoring,Sports,Hughes Group,449.21,69.39,4.76,13x16x17,Violet,Plastic,2024-05-03,True
P000473,Secured motivating application,Home & Garden,Burch PLC,398.0,353.82,8.92,50x38x16,LemonChiffon,Wood,2023-07-04,True
P000474,Networked next generation data-warehouse,Toys,Wilkinson-Duran,206.17,380.41,8.11,15x39x9,Chartreuse,Plastic,2025-05-18,False
P000475,Public-key exuding pricing structure,Electronics,Richardson Inc,461.03,343.82,7.13,39x40x12,DarkKhaki,Metal,2023-12-11,True
P000476,Profit-focused even-keeled encryption,Toys,Williams-Potter,896.74,132.74,3.7,21x31x15,Thistle,Cotton,2022-08-21,False
P000477,Intuitive logistical benchmark,Electronics,"Smith, Howell and Jones",74.71,60.88,4.84,20x28x16,Indigo,Polyester,2025-02-27,True
P000478,Operative multimedia conglomeration,Sports,"Middleton, Trujillo and Parker",111.9,409.69,7.99,30x45x7,MediumBlue,Wood,2024-01-26,False
P000479,Pre-emptive 24/7 knowledge user,Home & Garden,Garcia and Sons,594.63,123.09,2.51,20x40x17,MediumSeaGreen,Plastic,2025-06-08,True
P000480,Enterprise-wide asynchronous intranet,Clothing,Duffy-Gomez,815.78,297.53,7.86,37x46x15,Crimson,Polyester,2025-05-18,True
P000481,Synergized leadingedge initiative,Clothing,Anthony Ltd,665.99,43.56,9.32,46x41x8,Cornsilk,Polyester,2023-05-02,False
P000482,Multi-lateral systematic structure,Books,"Blair, Bailey and Schmidt",559.54,411.9,1.84,35x14x8,LimeGreen,Leather,2024-10-20,False
P000483,Organic bifurcated frame,Books,Sanchez and Sons,499.35,331.78,1.0,18x47x5,ForestGreen,Metal,2025-01-12,True
P000484,Centralized responsive portal,Home & Garden,King Ltd,535.94,198.04,5.82,22x23x15,LightGreen,Wood,2024-07-08,True
P000485,Virtual radical utilization,Home & Garden,"Kane, Wilson and Perez",720.61,457.98,9.9,47x10x17,Ivory,Metal,2023-05-15,True
P000486,Secured holistic open system,Electronics,Walters-Hendricks,375.53,276.7,0.63,45x32x8,Teal,Wood,2025-05-23,True
P000487,Realigned multi-tasking functionalities,Clothing,"Reed, Gutierrez and Jimenez",437.4,297.13,6.29,34x35x17,LightSlateGray,Cotton,2024-08-15,True
P000488,Face-to-face interactive artificial intelligence,Beauty,Burgess-Fernandez,181.68,73.84,5.6,33x36x9,SteelBlue,Wood,2023-12-25,True
P000489,Cloned dynamic capability,Clothing,Miller-Martin,21.49,325.95,1.53,41x37x9,DarkKhaki,Plastic,2023-02-07,True
P000490,Programmable bandwidth-monitored hub,Beauty,Harmon and Sons,807.88,430.78,8.95,48x37x10,Blue,Cotton,2024-11-02,False
P000491,Optional dynamic extranet,Sports,Miller-Banks,821.87,195.43,2.33,37x48x5,Wheat,Polyester,2025-03-29,False
P000492,Switchable empowering neural-net,Toys,Riley Inc,733.6,357.5,2.77,44x46x16,LightCoral,Plastic,2023-02-05,True
P000493,Intuitive scalable open architecture,Sports,Houston PLC,488.44,187.45,5.84,15x19x13,AliceBlue,Cotton,2023-09-06,True
P000494,Persevering stable installation,Sports,Mosley Inc,891.02,48.78,4.78,14x50x14,Tan,Polyester,2023-04-03,True
P000495,Ergonomic upward-trending archive,Books,Moore-Vaughn,539.68,10.34,4.59,40x46x15,BlueViolet,Cotton,2023-03-01,True
P000496,Focused incremental projection,Toys,Garcia-Lindsey,301.67,87.92,6.98,48x29x13,Snow,Plastic,2024-07-14,False
P000497,Universal mobile orchestration,Sports,Graham and Sons,177.39,30.55,9.9,49x11x14,DarkBlue,Cotton,2025-01-07,True
P000498,Cross-group 6thgeneration conglomeration,Clothing,"Anderson, Sullivan and Stewart",510.54,426.47,2.85,18x49x13,LawnGreen,Wood,2023-07-11,True
P000499,Reverse-engineered stable analyzer,Electronics,Winters PLC,744.01,303.89,9.11,19x38x16,MediumBlue,Metal,2024-09-24,True
P000500,Grass-roots composite hardware,Toys,"Tucker, Schmidt and Butler",703.77,245.03,8.01,12x31x7,MediumVioletRed,Metal,2025-07-10,True
